"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 5, High Needs (F/R, EL or SWD)"

"",,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"District","District Code","School","SchoolCode","High Needs (F/R, EL or SWD)","Total Numberof Students","Total NumberTested","ParticipationRate","Total Number with Scored Tests","Count","%","Count","%","Count","%","Count","%","Count","%","Count","%","AverageSS"
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""","N",45,44,97.8,44,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",305
"Regional School District 16","=""2160012""","Prospect Elementary School","=""2160512""","Y",32,31,96.9,31,"*","*","*","*",14,45.2,8,25.8,"*","*","*","*",238
"Regional School District 16","=""2160012""","Prospect Elementary School","=""2160512""","N",73,72,98.6,72,0,0.0,"*","*",21,29.2,36,50.0,"*","*","*","*",263
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""","Y",44,43,97.7,43,"*","*","*","*",11,25.6,17,39.5,7,16.3,24,55.8,253
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""","N",142,141,99.3,141,0,0.0,0,0.0,15,10.6,65,46.1,61,43.3,126,89.4,297
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""","N",30,30,100.0,30,0,0.0,"*","*","*","*","*","*","*","*","*","*",279
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""","N",55,55,100.0,55,0,0.0,"*","*","*","*","*","*","*","*","*","*",297
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""","N",48,48,100.0,48,"*","*",0,0.0,"*","*","*","*","*","*","*","*",298
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""","N",62,62,100.0,62,0,0.0,"*","*","*","*","*","*","*","*","*","*",310
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""","N","*","*","*","*",0,0.0,0,0.0,"*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""","N",59,59,100.0,59,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",314
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""","N",82,82,100.0,82,0,0.0,"*","*","*","*","*","*","*","*","*","*",286
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""","N",54,54,100.0,54,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",309
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""","Y",23,23,100.0,23,"*","*","*","*","*","*",12,52.2,"*","*","*","*",260
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""","N",52,51,98.1,51,0,0.0,0,0.0,"*","*",21,41.2,"*","*","*","*",290
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""","N",59,59,100.0,59,0,0.0,"*","*","*","*","*","*","*","*","*","*",295
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""","N",31,31,100.0,31,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",288
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""","N",41,41,100.0,41,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",301
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*","*"
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""","Bungay School","=""1240111""","Y",24,24,100.0,24,"*","*","*","*","*","*",6,25.0,0,0.0,6,25.0,214
"Seymour School District","=""1240011""","Bungay School","=""1240111""","N",55,55,100.0,55,0,0.0,"*","*","*","*",31,56.4,13,23.6,44,80.0,278
"Seymour School District","=""1240011""","Chatfield-LoPresti School","=""1240211""","Y",34,34,100.0,34,"*","*","*","*",10,29.4,13,38.2,"*","*","*","*",248
"Seymour School District","=""1240011""","Chatfield-LoPresti School","=""1240211""","N",61,61,100.0,61,"*","*","*","*",14,23.0,28,45.9,"*","*","*","*",268
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""","Y",9,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""","N",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""","Y",139,138,99.3,138,"*","*","*","*",33,23.9,51,37.0,15,10.9,66,47.8,243
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""","N",230,230,100.0,230,"*","*","*","*",20,8.7,112,48.7,94,40.9,206,89.6,291
"Sherman School District","=""1270011""","Sherman School","=""1270111""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sherman School District","=""1270011""","Sherman School","=""1270111""","N",30,29,96.7,29,0,0.0,"*","*","*","*","*","*","*","*","*","*",273
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""","N",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","Central School","=""1280111""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","Central School","=""1280111""","N",47,47,100.0,47,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",294
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""","N",29,29,100.0,29,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",320
"Simsbury School District","=""1280011""","Tootin' Hills School","=""1280411""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","Tootin' Hills School","=""1280411""","N",39,39,100.0,39,0,0.0,"*","*","*","*","*","*","*","*","*","*",299
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""","Y",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""","N",55,54,98.2,54,0,0.0,"*","*","*","*","*","*","*","*","*","*",292
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""","N",77,77,100.0,77,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",304
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""","Y",18,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""","N",85,85,100.0,85,0,0.0,"*","*","*","*","*","*","*","*","*","*",298
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""","Y",23,22,95.7,22,0,0.0,"*","*","*","*",10,45.5,"*","*","*","*",259
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""","N",53,52,98.1,52,0,0.0,0,0.0,"*","*",26,50.0,"*","*","*","*",292
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""","N",65,65,100.0,65,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",291
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""","N",34,33,97.1,33,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",293
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""","N",43,42,97.7,42,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",300
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""","N",45,45,100.0,45,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",283
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""","Y",27,27,100.0,27,"*","*","*","*","*","*",10,37.0,6,22.2,16,59.3,261
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""","N",43,43,100.0,43,0,0.0,0,0.0,"*","*",30,69.8,"*","*","*","*",286
"Southington School District","=""1310011""","Language Based Classroom","=""1310411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""","N",43,43,100.0,43,0,0.0,"*","*","*","*","*","*","*","*","*","*",276
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","N",32,32,100.0,32,0,0.0,"*","*","*","*","*","*","*","*","*","*",260
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","N",43,42,97.7,42,0,0.0,"*","*","*","*","*","*","*","*","*","*",285
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""","N",67,67,100.0,67,0,0.0,"*","*","*","*","*","*","*","*","*","*",274
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""","N",40,39,97.5,39,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",302
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","Y",14,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","N",53,53,100.0,53,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",287
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""","Y",34,33,97.1,33,"*","*","*","*","*","*",8,24.2,8,24.2,16,48.5,246
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""","N",87,87,100.0,87,"*","*","*","*","*","*",46,52.9,31,35.6,77,88.5,285
"Sprague School District","=""1330011""","Sayles School","=""1330111""","Y",20,20,100.0,20,"*","*","*","*","*","*","*","*","*","*","*","*",258
"Sprague School District","=""1330011""","Sayles School","=""1330111""","N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""","Y",44,44,100.0,44,"*","*","*","*",10,22.7,21,47.7,"*","*","*","*",241
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""","N",68,68,100.0,68,0,0.0,"*","*",16,23.5,39,57.4,"*","*","*","*",266
"Stamford School District","=""1350011""","K. T. Murphy School","=""1350511""","Y",41,41,100.0,41,"*","*","*","*","*","*",11,26.8,"*","*","*","*",225
"Stamford School District","=""1350011""","K. T. Murphy School","=""1350511""","N",20,20,100.0,20,0,0.0,"*","*","*","*",10,50.0,"*","*","*","*",272
"Stamford School District","=""1350011""","Newfield School","=""1350611""","Y",55,55,100.0,55,"*","*",13,23.6,"*","*",17,30.9,7,12.7,24,43.6,244
"Stamford School District","=""1350011""","Newfield School","=""1350611""","N",24,24,100.0,24,0,0.0,0,0.0,"*","*","*","*",12,50.0,"*","*",292
"Stamford School District","=""1350011""","Rogers International School","=""1350811""","Y",37,37,100.0,37,6,16.2,7,18.9,"*","*",12,32.4,"*","*","*","*",228
"Stamford School District","=""1350011""","Rogers International School","=""1350811""","N",52,52,100.0,52,0,0.0,0,0.0,"*","*",33,63.5,"*","*","*","*",286
"Stamford School District","=""1350011""","Roxbury School","=""1350911""","Y",67,67,100.0,67,10,14.9,"*","*","*","*",16,23.9,"*","*","*","*",224
"Stamford School District","=""1350011""","Roxbury School","=""1350911""","N",31,31,100.0,31,0,0.0,"*","*","*","*",17,54.8,"*","*","*","*",269
"Stamford School District","=""1350011""","Springdale School","=""1351111""","Y",55,54,98.2,54,"*","*","*","*",19,35.2,16,29.6,"*","*","*","*",226
"Stamford School District","=""1350011""","Springdale School","=""1351111""","N",35,35,100.0,35,"*","*","*","*",8,22.9,19,54.3,"*","*","*","*",265
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""","Y",55,55,100.0,55,"*","*","*","*","*","*",17,30.9,"*","*","*","*",231
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""","N",22,22,100.0,22,"*","*","*","*","*","*",11,50.0,"*","*","*","*",275
"Stamford School District","=""1350011""","Westover School","=""1351411""","Y",58,58,100.0,58,"*","*",13,22.4,19,32.8,13,22.4,"*","*","*","*",223
"Stamford School District","=""1350011""","Westover School","=""1351411""","N",39,39,100.0,39,"*","*",0,0.0,7,17.9,20,51.3,"*","*","*","*",279
"Stamford School District","=""1350011""","Northeast School","=""1351811""","Y",69,69,100.0,69,18,26.1,12,17.4,23,33.3,16,23.2,0,0.0,16,23.2,213
"Stamford School District","=""1350011""","Northeast School","=""1351811""","N",43,42,97.7,42,0,0.0,0,0.0,6,14.3,25,59.5,11,26.2,36,85.7,276
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""","Y",68,67,98.5,67,13,19.4,"*","*","*","*",21,31.3,7,10.4,28,41.8,234
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""","N",22,22,100.0,22,0,0.0,"*","*","*","*",7,31.8,9,40.9,16,72.7,278
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""","Y",58,58,100.0,58,6,10.3,"*","*","*","*",14,24.1,7,12.1,21,36.2,239
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""","N",36,36,100.0,36,0,0.0,"*","*","*","*",19,52.8,11,30.6,30,83.3,280
"Stamford School District","=""1350011""","Stillmeadow School","=""1352111""","Y",62,62,100.0,62,"*","*",8,12.9,"*","*",21,33.9,8,12.9,29,46.8,247
"Stamford School District","=""1350011""","Stillmeadow School","=""1352111""","N",22,22,100.0,22,0,0.0,0,0.0,"*","*",12,54.5,"*","*","*","*",285
"Stamford School District","=""1350011""","Hart School","=""1352211""","Y",55,55,100.0,55,"*","*","*","*",15,27.3,14,25.5,11,20.0,25,45.5,244
"Stamford School District","=""1350011""","Hart School","=""1352211""","N",38,38,100.0,38,"*","*",0,0.0,0,0.0,"*","*",20,52.6,"*","*",307
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""","Y",27,27,100.0,27,"*","*","*","*","*","*",11,40.7,"*","*","*","*",236
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""","N",21,21,100.0,21,0,0.0,0,0.0,"*","*",14,66.7,"*","*","*","*",268
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""","Y",26,26,100.0,26,"*","*","*","*","*","*",7,26.9,0,0.0,7,26.9,224
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""","N",21,21,100.0,21,0,0.0,"*","*","*","*",12,57.1,"*","*","*","*",264
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""","Y",21,20,95.2,20,"*","*","*","*",7,35.0,"*","*","*","*","*","*",230
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""","N",29,29,100.0,29,0,0.0,0,0.0,8,27.6,"*","*","*","*","*","*",270
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""","Y",25,25,100.0,25,"*","*","*","*","*","*",8,32.0,6,24.0,14,56.0,254
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""","N",36,36,100.0,36,0,0.0,0,0.0,"*","*",17,47.2,"*","*","*","*",283
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""","Y",19,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""","N",74,73,98.6,73,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",296
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""","Y",27,26,96.3,26,"*","*","*","*","*","*",12,46.2,"*","*","*","*",242
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""","N",39,39,100.0,39,0,0.0,"*","*","*","*",25,64.1,"*","*","*","*",274
"Stratford School District","=""1380011""","Chapel School","=""1380311""","Y",48,47,97.9,47,"*","*","*","*",9,19.1,16,34.0,"*","*","*","*",225
"Stratford School District","=""1380011""","Chapel School","=""1380311""","N",33,33,100.0,33,"*","*","*","*",8,24.2,17,51.5,"*","*","*","*",251
"Stratford School District","=""1380011""","Franklin School","=""1380411""","Y",22,22,100.0,22,"*","*","*","*","*","*","*","*",0,0.0,"*","*",235
"Stratford School District","=""1380011""","Franklin School","=""1380411""","N",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Lordship School","=""1380811""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Lordship School","=""1380811""","N",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Nichols School","=""1380911""","Y",41,41,100.0,41,"*","*","*","*","*","*",11,26.8,0,0.0,11,26.8,214
"Stratford School District","=""1380011""","Nichols School","=""1380911""","N",29,29,100.0,29,"*","*","*","*","*","*",18,62.1,"*","*","*","*",242
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""","Y",56,54,96.4,54,"*","*","*","*",14,25.9,21,38.9,"*","*","*","*",237
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""","N",30,30,100.0,30,0,0.0,"*","*",7,23.3,14,46.7,"*","*","*","*",274
"Stratford School District","=""1380011""","Johnson House STEPS 3-6","=""1381211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""","Y",23,23,100.0,23,"*","*","*","*","*","*",9,39.1,"*","*","*","*",247
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""","N",20,20,100.0,20,0,0.0,"*","*","*","*",9,45.0,"*","*","*","*",267
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""","Y",38,38,100.0,38,"*","*","*","*",12,31.6,13,34.2,"*","*","*","*",235
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""","N",65,64,98.5,64,"*","*","*","*",8,12.5,33,51.6,"*","*","*","*",279
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""","Y",28,26,92.9,26,"*","*","*","*",9,34.6,6,23.1,"*","*","*","*",228
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""","N",117,117,100.0,117,0,0.0,"*","*",21,17.9,62,53.0,"*","*","*","*",275
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""","Y",26,26,100.0,26,"*","*","*","*","*","*",12,46.2,"*","*","*","*",242
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""","N",48,48,100.0,48,0,0.0,"*","*","*","*",28,58.3,"*","*","*","*",285
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""","Y",35,35,100.0,35,"*","*","*","*",7,20.0,12,34.3,"*","*","*","*",235
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""","N",53,53,100.0,53,"*","*","*","*",11,20.8,27,50.9,"*","*","*","*",260
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""","Y",31,31,100.0,31,"*","*","*","*",9,29.0,13,41.9,"*","*","*","*",245
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""","N",151,151,100.0,151,0,0.0,0,0.0,"*","*",82,54.3,"*","*","*","*",294
"Torrington School District","=""1430011""","East School","=""1430111""","Y",23,21,91.3,21,0,0.0,"*","*","*","*",10,47.6,8,38.1,18,85.7,289
"Torrington School District","=""1430011""","East School","=""1430111""","N",34,34,100.0,34,0,0.0,0,0.0,"*","*",16,47.1,"*","*","*","*",278
"Torrington School District","=""1430011""","Forbes School","=""1430211""","Y",42,42,100.0,42,"*","*","*","*","*","*",23,54.8,6,14.3,29,69.0,258
"Torrington School District","=""1430011""","Forbes School","=""1430211""","N",25,25,100.0,25,0,0.0,"*","*","*","*",16,64.0,7,28.0,23,92.0,285
"Torrington School District","=""1430011""","Southwest School","=""1430811""","Y",28,28,100.0,28,"*","*","*","*","*","*","*","*","*","*","*","*",249
"Torrington School District","=""1430011""","Southwest School","=""1430811""","N",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","Torringford School","=""1430911""","Y",56,55,98.2,55,"*","*","*","*",18,32.7,14,25.5,"*","*","*","*",230
"Torrington School District","=""1430011""","Torringford School","=""1430911""","N",72,72,100.0,72,"*","*","*","*",16,22.2,46,63.9,"*","*","*","*",263
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""","N",74,74,100.0,74,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",297
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""","Y",31,31,100.0,31,"*","*","*","*","*","*",16,51.6,6,19.4,22,71.0,258
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""","N",66,66,100.0,66,0,0.0,"*","*","*","*",24,36.4,31,47.0,55,83.3,287
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""","N",55,55,100.0,55,0,0.0,"*","*","*","*","*","*","*","*","*","*",300
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""","N",72,72,100.0,72,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",309
"Trumbull School District","=""1440011""","Tashua School","=""1440911""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Tashua School","=""1440911""","N",50,50,100.0,50,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",301
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""","N",81,81,100.0,81,0,0.0,"*","*","*","*","*","*","*","*","*","*",292
"Union School District","=""1450011""","Union Elementary School","=""1450111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""","Union Elementary School","=""1450111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Northeast School","=""1460311""","Y",28,28,100.0,28,"*","*","*","*","*","*","*","*","*","*","*","*",253
"Vernon School District","=""1460011""","Northeast School","=""1460311""","N",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Lake Street School","=""1460111""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Lake Street School","=""1460111""","N",20,20,100.0,20,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",272
"Vernon School District","=""1460011""","Maple Street School","=""1460211""","Y",23,23,100.0,23,"*","*","*","*","*","*","*","*",0,0.0,"*","*",234
"Vernon School District","=""1460011""","Maple Street School","=""1460211""","N",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Loveland Hill School","=""1460511""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""","Y",28,28,100.0,28,"*","*","*","*","*","*","*","*","*","*","*","*",227
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""","N",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Center Road School","=""1461411""","Y",34,34,100.0,34,"*","*","*","*",9,26.5,9,26.5,0,0.0,9,26.5,221
"Vernon School District","=""1460011""","Center Road School","=""1461411""","N",51,51,100.0,51,0,0.0,"*","*",14,27.5,24,47.1,"*","*","*","*",259
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""","N",20,20,100.0,20,0,0.0,"*","*","*","*","*","*","*","*","*","*",270
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""","Y",39,39,100.0,39,6,15.4,"*","*",9,23.1,12,30.8,"*","*","*","*",226
