"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 10, Free/Reduced Price Meal Eligibility (2-"

"",,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"District","District Code","School","SchoolCode","Free/Reduced Price Meal Eligibility (2-level)","Total Numberof Students","Total NumberTested","ParticipationRate","Total Number with Scored Tests","Count","%","Count","%","Count","%","Count","%","Count","%","Count","%","AverageSS"
"West Hartford School District","=""1550011""","Conard High School","=""1556111""","N",276,275,99.6,275,0,0.0,"*","*","*","*",55,20.0,176,64.0,231,84.0,306
"West Hartford School District","=""1550011""","Hall High School","=""1556211""","Y",65,65,100.0,65,"*","*","*","*",16,24.6,17,26.2,20,30.8,37,56.9,268
"West Hartford School District","=""1550011""","Hall High School","=""1556211""","N",277,276,99.6,276,"*","*","*","*",29,10.5,51,18.5,187,67.8,238,86.2,311
"West Hartford School District","=""1550011""","Strive-West Hartford","=""1559211""","Y",9,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","Strive-West Hartford","=""1559211""","N",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Haven School District","=""1560011""","PACE","=""1560211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Haven School District","=""1560011""","PACE","=""1560211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Haven School District","=""1560011""","Blended (Molloy)","=""1560511""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Haven School District","=""1560011""","Blended (Molloy)","=""1560511""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Haven School District","=""1560011""","Blended","=""1560711""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Haven School District","=""1560011""","Blended","=""1560711""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Haven School District","=""1560011""","West Haven High School","=""1566111""","Y",224,222,99.1,221,36,16.3,39,17.6,87,39.4,32,14.5,27,12.2,59,26.7,238
"West Haven School District","=""1560011""","West Haven High School","=""1566111""","N",136,134,98.5,134,8,6.0,10,7.5,40,29.9,31,23.1,45,33.6,76,56.7,270
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""","N",75,75,100.0,75,"*","*","*","*","*","*","*","*","*","*","*","*",266
"Weston School District","=""1570011""","Weston High School","=""1576111""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","Weston High School","=""1576111""","N",198,193,97.5,193,"*","*","*","*","*","*","*","*","*","*","*","*",296
"Westport School District","=""1580011""","Staples High School","=""1586111""","Y",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","Staples High School","=""1586111""","N",457,449,98.2,449,"*","*","*","*","*","*","*","*","*","*","*","*",298
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""","Y",57,52,91.2,52,"*","*",9,17.3,27,51.9,9,17.3,"*","*","*","*",243
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""","N",254,247,97.2,247,"*","*",12,4.9,70,28.3,71,28.7,"*","*","*","*",275
"Wilton School District","=""1610011""","Wilton High School","=""1616111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","Wilton High School","=""1616111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windham School District","=""1630011""","Windham High School","=""1636111""","Y",114,106,93.0,106,"*","*","*","*","*","*",8,7.5,"*","*","*","*",211
"Windham School District","=""1630011""","Windham High School","=""1636111""","N",22,21,95.5,21,"*","*","*","*","*","*",6,28.6,"*","*","*","*",248
"Windsor Locks School District","=""1650011""","Pine Meadow Academy","=""1650611""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","Pine Meadow Academy","=""1650611""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""","Y",37,35,94.6,35,"*","*","*","*",18,51.4,"*","*","*","*","*","*",235
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""","N",69,69,100.0,69,"*","*","*","*",26,37.7,"*","*","*","*","*","*",260
"Windsor School District","=""1640011""","Spark","=""1640311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor School District","=""1640011""","Expulsion","=""1640411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor School District","=""1640011""","Windsor High School","=""1646111""","Y",122,113,92.6,113,"*","*",30,26.5,37,32.7,19,16.8,"*","*","*","*",234
"Windsor School District","=""1640011""","Windsor High School","=""1646111""","N",175,171,97.7,171,"*","*","*","*",62,36.3,34,19.9,55,32.2,89,52.0,271
"Wolcott School District","=""1660011""","Phoenix Program","=""1660411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""","Y",47,46,97.9,46,"*","*",6,13.0,21,45.7,9,19.6,"*","*","*","*",242
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""","N",139,139,100.0,139,"*","*",6,4.3,50,36.0,35,25.2,"*","*","*","*",273
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"

