"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 5, Gender"

"",,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"District","District Code","School","SchoolCode","Gender","Total Numberof Students","Total NumberTested","ParticipationRate","Total Number with Scored Tests","Count","%","Count","%","Count","%","Count","%","Count","%","Count","%","AverageSS"
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""","F",46,46,100.0,46,"*","*",0,0.0,"*","*",17,37.0,23,50.0,40,87.0,296
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""","M",35,35,100.0,35,0,0.0,0,0.0,"*","*",20,57.1,"*","*","*","*",302
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","F",42,42,100.0,42,0,0.0,"*","*","*","*",17,40.5,23,54.8,40,95.2,300
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","M",49,49,100.0,49,"*","*","*","*","*","*",21,42.9,21,42.9,42,85.7,284
"Montville School District","=""0860011""","Mohegan School","=""0860111""","F",38,38,100.0,38,0,0.0,"*","*","*","*",20,52.6,"*","*","*","*",256
"Montville School District","=""0860011""","Mohegan School","=""0860111""","M",29,29,100.0,29,0,0.0,"*","*","*","*",12,41.4,"*","*","*","*",270
"Montville School District","=""0860011""","Oakdale School","=""0860511""","F",25,25,100.0,25,"*","*",0,0.0,"*","*",10,40.0,12,48.0,22,88.0,297
"Montville School District","=""0860011""","Oakdale School","=""0860511""","M",29,29,100.0,29,"*","*","*","*","*","*",15,51.7,7,24.1,22,75.9,274
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""","F",38,38,100.0,38,0,0.0,"*","*","*","*",18,47.4,"*","*","*","*",261
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""","M",25,25,100.0,25,0,0.0,"*","*","*","*",14,56.0,"*","*","*","*",258
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""","F",74,74,100.0,74,"*","*",14,18.9,24,32.4,22,29.7,"*","*","*","*",233
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""","M",71,71,100.0,71,"*","*",10,14.1,25,35.2,25,35.2,"*","*","*","*",234
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""","F",76,76,100.0,76,"*","*",15,19.7,21,27.6,28,36.8,"*","*","*","*",234
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""","M",80,80,100.0,80,10,12.5,"*","*",20,25.0,39,48.8,"*","*","*","*",242
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc., Family Academy","=""2800113""","F",27,27,100.0,27,"*","*","*","*","*","*","*","*","*","*","*","*",233
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc., Family Academy","=""2800113""","M",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""","F",39,38,97.4,38,13,34.2,11,28.9,7,18.4,"*","*","*","*",7,18.4,207
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""","M",35,34,97.1,34,13,38.2,8,23.5,6,17.6,"*","*","*","*",7,20.6,206
"New Britain School District","=""0890011""","Sunrise Intermediate","=""0890411""","M",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Gaffney School","=""0890511""","F",22,22,100.0,22,"*","*",7,31.8,"*","*","*","*","*","*","*","*",225
"New Britain School District","=""0890011""","Gaffney School","=""0890511""","M",32,32,100.0,32,"*","*",6,18.8,"*","*","*","*","*","*","*","*",225
"New Britain School District","=""0890011""","Holmes School","=""0890611""","F",35,34,97.1,34,"*","*","*","*",7,20.6,12,35.3,"*","*","*","*",240
"New Britain School District","=""0890011""","Holmes School","=""0890611""","M",33,33,100.0,33,"*","*","*","*",11,33.3,9,27.3,"*","*","*","*",225
"New Britain School District","=""0890011""","Jefferson School","=""0890711""","F",29,29,100.0,29,8,27.6,9,31.0,6,20.7,"*","*","*","*",6,20.7,211
"New Britain School District","=""0890011""","Jefferson School","=""0890711""","M",37,36,97.3,36,7,19.4,8,22.2,10,27.8,"*","*","*","*",11,30.6,225
"New Britain School District","=""0890011""","Lincoln School","=""0890811""","F",45,45,100.0,45,15,33.3,8,17.8,14,31.1,"*","*","*","*",8,17.8,212
"New Britain School District","=""0890011""","Lincoln School","=""0890811""","M",50,49,98.0,49,16,32.7,"*","*",11,22.4,13,26.5,"*","*","*","*",216
"New Britain School District","=""0890011""","Northend School","=""0890911""","F",26,26,100.0,26,9,34.6,10,38.5,"*","*","*","*",0,0.0,"*","*",201
"New Britain School District","=""0890011""","Northend School","=""0890911""","M",27,26,96.3,26,12,46.2,9,34.6,"*","*","*","*",0,0.0,"*","*",189
"New Britain School District","=""0890011""","Behavior Support","=""0891011""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""","F",41,40,97.6,40,"*","*",12,30.0,18,45.0,6,15.0,"*","*","*","*",224
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""","M",30,30,100.0,30,"*","*",6,20.0,10,33.3,6,20.0,"*","*","*","*",222
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""","F",48,47,97.9,47,23,48.9,"*","*",10,21.3,"*","*",0,0.0,"*","*",191
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""","M",47,45,95.7,45,22,48.9,"*","*",9,20.0,"*","*",0,0.0,"*","*",201
"New Britain School District","=""0890011""","Smith School","=""0891311""","F",42,42,100.0,42,10,23.8,"*","*",19,45.2,10,23.8,0,0.0,10,23.8,221
"New Britain School District","=""0890011""","Smith School","=""0891311""","M",62,62,100.0,62,24,38.7,"*","*",15,24.2,11,17.7,"*","*","*","*",205
"New Britain School District","=""0890011""","Vance School","=""0891511""","F",46,46,100.0,46,11,23.9,12,26.1,13,28.3,10,21.7,0,0.0,10,21.7,208
"New Britain School District","=""0890011""","Vance School","=""0891511""","M",43,43,100.0,43,13,30.2,"*","*",10,23.3,10,23.3,"*","*","*","*",216
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","M",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""","F",171,170,99.4,170,"*","*",0,0.0,"*","*",64,37.6,90,52.9,154,90.6,301
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""","M",171,171,100.0,171,0,0.0,"*","*","*","*",69,40.4,84,49.1,153,89.5,298
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""","F",77,74,96.1,74,"*","*","*","*",19,25.7,34,45.9,15,20.3,49,66.2,263
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""","M",74,74,100.0,74,"*","*","*","*",16,21.6,34,45.9,18,24.3,52,70.3,267
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""","F",42,42,100.0,42,"*","*","*","*","*","*",22,52.4,8,19.0,30,71.4,268
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""","M",26,26,100.0,26,0,0.0,"*","*","*","*",12,46.2,9,34.6,21,80.8,280
"New Haven School District","=""0930011""","Edgewood School","=""0931211""","F",20,20,100.0,20,"*","*","*","*","*","*","*","*","*","*","*","*",250
"New Haven School District","=""0930011""","Edgewood School","=""0931211""","M",30,30,100.0,30,"*","*","*","*","*","*","*","*","*","*","*","*",220
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""","F",26,26,100.0,26,"*","*",6,23.1,"*","*","*","*","*","*","*","*",230
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""","M",27,27,100.0,27,"*","*",10,37.0,"*","*","*","*",0,0.0,"*","*",203
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""","F",20,20,100.0,20,6,30.0,"*","*","*","*","*","*","*","*","*","*",213
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""","M",23,23,100.0,23,10,43.5,"*","*","*","*","*","*",0,0.0,"*","*",204
"New Haven School District","=""0930011""","Beecher School","=""0930311""","F",22,21,95.5,21,"*","*","*","*","*","*","*","*","*","*","*","*",219
"New Haven School District","=""0930011""","Beecher School","=""0930311""","M",28,28,100.0,28,"*","*","*","*","*","*","*","*","*","*","*","*",201
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""","F",30,30,100.0,30,11,36.7,11,36.7,"*","*","*","*",0,0.0,"*","*",197
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""","M",33,33,100.0,33,15,45.5,8,24.2,"*","*","*","*",0,0.0,"*","*",197
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""","F",28,28,100.0,28,"*","*","*","*",6,21.4,"*","*",0,0.0,"*","*",207
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""","M",23,23,100.0,23,"*","*","*","*",8,34.8,"*","*","*","*","*","*",233
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""","F",22,22,100.0,22,10,45.5,6,27.3,6,27.3,0,0.0,0,0.0,0,0.0,190
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""","M",31,31,100.0,31,8,25.8,11,35.5,"*","*","*","*",0,0.0,"*","*",208
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""","F",26,26,100.0,26,"*","*","*","*","*","*",9,34.6,"*","*","*","*",242
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""","M",27,27,100.0,27,"*","*","*","*","*","*",8,29.6,"*","*","*","*",225
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""","F",31,31,100.0,31,7,22.6,"*","*",9,29.0,8,25.8,"*","*","*","*",224
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""","M",36,36,100.0,36,"*","*","*","*",14,38.9,8,22.2,0,0.0,8,22.2,219
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""","F",20,20,100.0,20,"*","*","*","*","*","*",8,40.0,"*","*","*","*",269
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""","M",29,29,100.0,29,"*","*","*","*","*","*",8,27.6,"*","*","*","*",240
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""","F",22,22,100.0,22,8,36.4,"*","*","*","*","*","*",0,0.0,"*","*",199
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""","M",27,26,96.3,26,13,50.0,"*","*","*","*","*","*",0,0.0,"*","*",195
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""","F",50,50,100.0,50,27,54.0,16,32.0,"*","*","*","*",0,0.0,"*","*",181
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""","M",40,39,97.5,39,18,46.2,"*","*",9,23.1,"*","*",0,0.0,"*","*",191
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""","F",28,28,100.0,28,"*","*","*","*",6,21.4,"*","*",0,0.0,"*","*",226
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""","M",26,26,100.0,26,"*","*","*","*",6,23.1,"*","*","*","*","*","*",212
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""","F",22,22,100.0,22,0,0.0,"*","*","*","*",7,31.8,"*","*","*","*",255
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""","M",25,25,100.0,25,0,0.0,"*","*","*","*",10,40.0,"*","*","*","*",262
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""","F",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""","M",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""","F",28,28,100.0,28,"*","*","*","*","*","*","*","*",0,0.0,"*","*",199
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""","M",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Truman School","=""0932911""","F",34,33,97.1,33,9,27.3,"*","*",9,27.3,"*","*",0,0.0,"*","*",202
"New Haven School District","=""0930011""","Truman School","=""0932911""","M",32,32,100.0,32,14,43.8,"*","*",6,18.8,"*","*","*","*","*","*",206
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""","F",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""","M",29,29,100.0,29,"*","*","*","*","*","*","*","*","*","*","*","*",210
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""","F",32,32,100.0,32,7,21.9,10,31.3,8,25.0,7,21.9,0,0.0,7,21.9,217
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""","M",35,35,100.0,35,"*","*",12,34.3,7,20.0,8,22.9,"*","*","*","*",225
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""","F",23,23,100.0,23,"*","*",7,30.4,"*","*","*","*","*","*","*","*",219
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""","M",23,23,100.0,23,"*","*",7,30.4,"*","*","*","*",0,0.0,"*","*",194
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""","F",27,27,100.0,27,"*","*","*","*","*","*",12,44.4,10,37.0,22,81.5,277
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""","M",26,26,100.0,26,"*","*","*","*","*","*",6,23.1,13,50.0,19,73.1,287
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""","F",24,24,100.0,24,"*","*","*","*",8,33.3,"*","*",0,0.0,"*","*",227
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""","M",25,25,100.0,25,"*","*","*","*",9,36.0,"*","*",0,0.0,"*","*",205
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""","F",22,22,100.0,22,"*","*",7,31.8,7,31.8,"*","*",0,0.0,"*","*",209
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""","M",25,25,100.0,25,"*","*",6,24.0,8,32.0,"*","*",0,0.0,"*","*",208
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""","F",31,30,96.8,30,"*","*",7,23.3,"*","*","*","*","*","*","*","*",219
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""","M",20,20,100.0,20,"*","*",9,45.0,"*","*","*","*","*","*","*","*",221
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""","F",32,32,100.0,32,"*","*","*","*","*","*","*","*",0,0.0,"*","*",206
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""","M",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""","F",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""","M",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""","F",63,63,100.0,63,9,14.3,15,23.8,15,23.8,12,19.0,12,19.0,24,38.1,239
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""","M",37,37,100.0,37,8,21.6,8,21.6,10,27.0,11,29.7,0,0.0,11,29.7,219
"New London School District","=""0950011""","Jennings School","=""0950311""","F",44,44,100.0,44,10,22.7,12,27.3,13,29.5,8,18.2,"*","*","*","*",213
"New London School District","=""0950011""","Jennings School","=""0950311""","M",42,42,100.0,42,13,31.0,14,33.3,7,16.7,7,16.7,"*","*","*","*",203
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""","F",38,37,97.4,37,"*","*","*","*",7,18.9,12,32.4,6,16.2,18,48.6,243
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""","M",40,40,100.0,40,"*","*","*","*",6,15.0,12,30.0,8,20.0,20,50.0,244
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""","F",46,46,100.0,46,"*","*","*","*",13,28.3,20,43.5,"*","*","*","*",241
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""","M",44,43,97.7,43,"*","*","*","*",10,23.3,11,25.6,"*","*","*","*",224
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""","F",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""","M",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""","F",156,155,99.4,155,7,4.5,11,7.1,37,23.9,72,46.5,28,18.1,100,64.5,262
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""","M",178,177,99.4,177,10,5.6,11,6.2,39,22.0,85,48.0,32,18.1,117,66.1,261
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""","F",75,75,100.0,75,"*","*","*","*",20,26.7,36,48.0,10,13.3,46,61.3,257
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""","M",71,71,100.0,71,"*","*","*","*",15,21.1,36,50.7,12,16.9,48,67.6,263
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""","F",67,67,100.0,67,"*","*","*","*",18,26.9,29,43.3,14,20.9,43,64.2,265
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""","M",94,94,100.0,94,"*","*","*","*",20,21.3,39,41.5,21,22.3,60,63.8,260
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""","F",178,178,100.0,178,"*","*","*","*",33,18.5,99,55.6,32,18.0,131,73.6,268
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""","M",161,160,99.4,160,"*","*","*","*",20,12.5,100,62.5,27,16.9,127,79.4,270
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""","F",64,64,100.0,64,"*","*","*","*",11,17.2,39,60.9,8,12.5,47,73.4,262
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""","M",79,79,100.0,79,"*","*","*","*",20,25.3,35,44.3,11,13.9,46,58.2,256
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""","F",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""","M",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""","F",24,24,100.0,24,0,0.0,"*","*","*","*",12,50.0,"*","*","*","*",263
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""","M",32,31,96.9,31,"*","*","*","*","*","*",16,51.6,"*","*","*","*",266
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""","F",29,29,100.0,29,"*","*","*","*","*","*",12,41.4,"*","*","*","*",252
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""","M",30,30,100.0,30,"*","*","*","*","*","*",15,50.0,"*","*","*","*",262
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""","F",29,29,100.0,29,"*","*","*","*","*","*",14,48.3,6,20.7,20,69.0,270
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""","M",30,30,100.0,30,"*","*","*","*","*","*",16,53.3,8,26.7,24,80.0,272
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""","F",22,22,100.0,22,0,0.0,"*","*",7,31.8,10,45.5,"*","*","*","*",253
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""","M",32,32,100.0,32,"*","*","*","*",12,37.5,11,34.4,"*","*","*","*",235
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""","F",33,32,97.0,32,0,0.0,0,0.0,"*","*","*","*",21,65.6,"*","*",311
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""","M",23,23,100.0,23,0,0.0,0,0.0,"*","*","*","*",11,47.8,"*","*",304
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""","F",31,31,100.0,31,"*","*","*","*",6,19.4,11,35.5,"*","*","*","*",231
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""","M",32,32,100.0,32,"*","*","*","*",8,25.0,10,31.3,"*","*","*","*",250
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""","F",21,21,100.0,21,0,0.0,0,0.0,"*","*","*","*",6,28.6,"*","*",275
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""","M",20,20,100.0,20,"*","*","*","*","*","*","*","*",7,35.0,"*","*",260
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""","F",29,29,100.0,29,"*","*","*","*","*","*",11,37.9,"*","*","*","*",251
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""","M",38,38,100.0,38,"*","*","*","*","*","*",19,50.0,"*","*","*","*",266
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""","F",62,62,100.0,62,"*","*","*","*",14,22.6,25,40.3,8,12.9,33,53.2,246
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""","M",43,42,97.7,42,"*","*","*","*",9,21.4,19,45.2,7,16.7,26,61.9,257
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""","F",47,47,100.0,47,"*","*",8,17.0,15,31.9,12,25.5,"*","*","*","*",242
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""","M",40,40,100.0,40,"*","*",6,15.0,11,27.5,13,32.5,"*","*","*","*",229
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","F",39,39,100.0,39,"*","*","*","*","*","*",21,53.8,10,25.6,31,79.5,273
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","M",34,34,100.0,34,"*","*","*","*","*","*",10,29.4,12,35.3,22,64.7,259
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","F",31,31,100.0,31,"*","*","*","*",7,22.6,13,41.9,"*","*","*","*",250
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","M",32,31,96.9,31,"*","*","*","*",6,19.4,10,32.3,"*","*","*","*",238
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""","F",31,31,100.0,31,"*","*","*","*","*","*",11,35.5,"*","*","*","*",255
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""","M",35,35,100.0,35,"*","*","*","*","*","*",15,42.9,"*","*","*","*",262
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""","F",30,30,100.0,30,"*","*","*","*",7,23.3,18,60.0,"*","*","*","*",252
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""","M",28,28,100.0,28,"*","*","*","*",7,25.0,13,46.4,"*","*","*","*",259
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""","F",34,34,100.0,34,"*","*","*","*",7,20.6,13,38.2,"*","*","*","*",241
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""","M",37,37,100.0,37,"*","*","*","*",15,40.5,13,35.1,"*","*","*","*",245
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","F",43,43,100.0,43,"*","*",9,20.9,12,27.9,11,25.6,"*","*","*","*",225
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","M",34,34,100.0,34,"*","*",10,29.4,8,23.5,8,23.5,"*","*","*","*",226
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","F",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","M",29,29,100.0,29,"*","*","*","*","*","*","*","*","*","*","*","*",242
"Norwich School District","=""1040011""","IRS Program at Uncas","=""1040711""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","IRS Program at Uncas","=""1040711""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""","F",23,23,100.0,23,"*","*","*","*","*","*",12,52.2,"*","*","*","*",260
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""","M",30,29,96.7,29,"*","*","*","*","*","*",11,37.9,"*","*","*","*",243
"Norwich School District","=""1040011""","IRS Program at Moriarty","=""1040911""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","F",35,35,100.0,35,"*","*","*","*","*","*",12,34.3,"*","*","*","*",241
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","M",26,26,100.0,26,"*","*","*","*","*","*",11,42.3,"*","*","*","*",223
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""","F",21,21,100.0,21,"*","*","*","*","*","*","*","*","*","*","*","*",230
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""","M",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""","F",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""","M",21,21,100.0,21,"*","*","*","*","*","*","*","*","*","*","*","*",261
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""","F",27,27,100.0,27,"*","*","*","*",8,29.6,6,22.2,"*","*","*","*",221
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""","M",29,29,100.0,29,"*","*","*","*",9,31.0,7,24.1,"*","*","*","*",218
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""","F",22,22,100.0,22,"*","*","*","*","*","*","*","*",0,0.0,"*","*",217
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""","M",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","F",34,34,100.0,34,"*","*","*","*",10,29.4,11,32.4,"*","*","*","*",250
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","M",33,33,100.0,33,"*","*","*","*",12,36.4,11,33.3,"*","*","*","*",234
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""","F",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""","M",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""","F",45,45,100.0,45,"*","*","*","*","*","*",25,55.6,12,26.7,37,82.2,275
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""","M",45,45,100.0,45,"*","*","*","*","*","*",24,53.3,10,22.2,34,75.6,269
"Orange School District","=""1070011""","Race Brook School","=""1070311""","F",36,35,97.2,35,0,0.0,"*","*","*","*",16,45.7,13,37.1,29,82.9,279
"Orange School District","=""1070011""","Race Brook School","=""1070311""","M",27,27,100.0,27,"*","*","*","*","*","*",14,51.9,10,37.0,24,88.9,289
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""","F",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
